date,order_id,category_level_1,category_level_2,category_level_3,cost_centre,plant,plant_id,region,amount,unit_price,total,ai_result,description,supplier,supplier_country
2025-05-15,ORD-2025-01394-RK,Indirect,Telecom & Connectivity,VOIP subscription,CC-400-IT,Germany-South,PLANT-DE-S,Europe,25,4728.84,118221.0,"{""description"":""High-speed fiber optic connectivity solutions for enterprise networks."",""supplier"":""Deutsche Telekom AG"",""supplier_country"":""DE""}",High-speed fiber optic connectivity solutions for enterprise networks.,Deutsche Telekom AG,DE
2024-10-08,ORD-2024-09933-YJ,Direct,Castings & Forgings,Housing casting,CC-100-Production,Brazil Plant,PLANT-BR,South America,24,4842.84,116228.16,null,null,null,null
2024-02-23,ORD-2024-06131-UH,Direct,Packaging Materials,Wooden pallet,CC-700-Logistics,Germany-South,PLANT-DE-S,Europe,89,632.17,56263.13,"{""description"":""High-quality recyclable packaging solutions for food and beverage industries."",""supplier"":""Tetra Pak GmbH"",""supplier_country"":""DE""}",High-quality recyclable packaging solutions for food and beverage industries.,Tetra Pak GmbH,DE
2024-05-30,ORD-2024-06976-ZP,Direct,Blades & Hub Parts,Pitch bearing,CC-300-Engineering,Germany-North,PLANT-DE-N,Europe,57,2609.03,148714.71,"{""description"":""High-performance blades and hub components for automotive applications."",""supplier"":""ZF Friedrichshafen AG"",""supplier_country"":""DE""}",High-performance blades and hub components for automotive applications.,ZF Friedrichshafen AG,DE
2025-02-15,ORD-2025-00606-LL,Indirect,Telecom & Connectivity,Mobile phone plan,CC-400-IT,US-East Plant,PLANT-US-E,North America,69,1972.31,136089.39,"{""description"":""High-speed fiber optic connectivity solutions for enterprise networks."",""supplier"":""Cisco Systems"",""supplier_country"":""US""}",High-speed fiber optic connectivity solutions for enterprise networks.,Cisco Systems,US
2024-10-02,ORD-2024-01540-UU,Direct,Components,Industrial fan,CC-100-Production,US-East Plant,PLANT-US-E,North America,2,3354.41,6708.82,"{""description"":""Precision analog components for automotive electronics."",""supplier"":""Texas Instruments"",""supplier_country"":""US""}",Precision analog components for automotive electronics.,Texas Instruments,US
2025-08-02,ORD-2025-01033-NV,Indirect,Security Services,Alarm monitoring,CC-800-Admin,Germany-South,PLANT-DE-S,Europe,72,1986.21,143007.12,"{""description"":""Comprehensive security services for industrial facilities."",""supplier"":""Securitas AG"",""supplier_country"":""DE""}",Comprehensive security services for industrial facilities.,Securitas AG,DE
2024-01-25,ORD-2024-09397-SD,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Germany-South,PLANT-DE-S,Europe,5,860.14,4300.7,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Bosch Rexroth AG"",""supplier_country"":""DE""}",High-performance hydraulic system components for industrial applications.,Bosch Rexroth AG,DE
2025-07-16,ORD-2025-09863-RY,Direct,Hydraulic Systems,Hydraulic pump,CC-100-Production,Germany-North,PLANT-DE-N,Europe,36,23.66,851.76,"{""description"":""Advanced hydraulic systems for heavy-duty industrial applications"",""supplier"":""Bosch Rexroth GmbH"",""supplier_country"":""DE""}",Advanced hydraulic systems for heavy-duty industrial applications,Bosch Rexroth GmbH,DE
2025-05-23,ORD-2025-09177-JJ,Direct,Bearings & Seals,Spherical roller bearing,CC-100-Production,Germany-South,PLANT-DE-S,Europe,15,4942.91,74143.65,"{""description"":""High-performance industrial bearings and seals"",""supplier"":""SKF"",""supplier_country"":""SE""}",High-performance industrial bearings and seals,SKF,SE
2025-05-28,ORD-2025-07410-NU,Indirect,Cleaning & Janitorial,Janitorial service,CC-800-Admin,US-East Plant,PLANT-US-E,North America,40,1066.37,42654.8,"{""description"":""High-quality cleaning solutions for industrial and commercial facilities."",""supplier"":""Ecolab"",""supplier_country"":""US""}",High-quality cleaning solutions for industrial and commercial facilities.,Ecolab,US
2025-11-06,ORD-2025-08830-SE,Indirect,Recruitment Services,Agency placement fee,CC-600-HR,Germany-North,PLANT-DE-N,Europe,9,4798.65,43187.85,"{""description"":""Providing specialized recruitment solutions for IT and engineering roles."",""supplier"":""Robert Half Germany"",""supplier_country"":""DE""}",Providing specialized recruitment solutions for IT and engineering roles.,Robert Half Germany,DE
2025-02-01,ORD-2025-06935-PL,Indirect,Professional Services,Engineering consulting,CC-900-Projects,Germany-South,PLANT-DE-S,Europe,46,3288.96,151292.16,"{""description"":""Consulting and advisory services for business transformation."",""supplier"":""Deloitte Germany GmbH"",""supplier_country"":""DE""}",Consulting and advisory services for business transformation.,Deloitte Germany GmbH,DE
2025-11-20,ORD-2025-08687-RQ,Direct,Castings & Forgings,Tower flange,CC-100-Production,Germany-North,PLANT-DE-N,Europe,39,3593.47,140145.33,"{""description"":""High-quality castings and forgings for automotive and industrial applications."",""supplier"":""KraussMaffei AG"",""supplier_country"":""DE""}",High-quality castings and forgings for automotive and industrial applications.,KraussMaffei AG,DE
2024-09-19,ORD-2024-07466-ZM,Direct,Packaging Materials,Stretch film,CC-700-Logistics,US-East Plant,PLANT-US-E,North America,41,4208.02,172528.82,"{""description"":""High-quality corrugated boxes and protective packaging solutions."",""supplier"":""Uline"",""supplier_country"":""US""}",High-quality corrugated boxes and protective packaging solutions.,Uline,US
2025-12-26,ORD-2025-09655-WK,Direct,Electrical Assemblies,Main breaker,CC-100-Production,Germany-North,PLANT-DE-N,Europe,94,1024.26,96280.44,"{""description"":""High-quality electrical assemblies for industrial automation and power distribution."",""supplier"":""Siemens AG"",""supplier_country"":""DE""}",High-quality electrical assemblies for industrial automation and power distribution.,Siemens AG,DE
2024-10-20,ORD-2024-05966-WN,Direct,Electrical Assemblies,Control cabinet,CC-100-Production,US-East Plant,PLANT-US-E,North America,71,3220.28,228639.88,"{""description"":""High-quality electrical assemblies for industrial automation."",""supplier"":""Schneider Electric"",""supplier_country"":""US""}",High-quality electrical assemblies for industrial automation.,Schneider Electric,US
2025-10-19,ORD-2025-02750-NW,Indirect,Events & Conferences,Conference registration,CC-500-Sales,Germany-North,PLANT-DE-N,Europe,12,3874.34,46492.08,"{""description"":""Comprehensive event and conference planning and execution services."",""supplier"":""Eventim GmbH"",""supplier_country"":""DE""}",Comprehensive event and conference planning and execution services.,Eventim GmbH,DE
2025-04-11,ORD-2025-04512-BA,Indirect,Office Supplies,Notebook,CC-800-Admin,Vietnam Plant,PLANT-VN,Asia,49,3935.95,192861.55,"{""description"":""High‑quality, eco‑friendly office supplies for daily use"",""supplier"":""Viet Nam Office Supplies Co., Ltd."",""supplier_country"":""VN""}","High‑quality, eco‑friendly office supplies for daily use","Viet Nam Office Supplies Co., Ltd.",VN
2024-02-20,ORD-2024-02709-BM,Direct,Fasteners,High-tensile bolt,CC-100-Production,Brazil Plant,PLANT-BR,South America,34,1361.39,46287.26,"{""description"":""Durable fasteners for automotive and construction"",""supplier"":""Sonepar Brasil"",""supplier_country"":""BR""}",Durable fasteners for automotive and construction,Sonepar Brasil,BR
2024-08-27,ORD-2024-08735-PA,Indirect,"MRO (Maintenance, Repair, Operations)",Cleaning solvent,CC-200-Maintenance,Brazil Plant,PLANT-BR,South America,63,4275.32,269345.16,"{""description"":""High-quality maintenance, repair, and operations supplies for industrial plants."",""supplier"":""MRO Brasil"",""supplier_country"":""BR""}","High-quality maintenance, repair, and operations supplies for industrial plants.",MRO Brasil,BR
2024-07-31,ORD-2024-01064-PK,Direct,Castings & Forgings,Tower flange,CC-100-Production,Brazil Plant,PLANT-BR,South America,69,1602.85,110596.65,null,null,null,null
2025-01-02,ORD-2025-06265-HV,Direct,Blades & Hub Parts,Pitch bearing,CC-300-Engineering,Germany-North,PLANT-DE-N,Europe,37,4606.12,170426.44,"{""description"":""High-performance blades and hub components for automotive applications."",""supplier"":""ZF Friedrichshafen AG"",""supplier_country"":""DE""}",High-performance blades and hub components for automotive applications.,ZF Friedrichshafen AG,DE
2025-09-18,ORD-2025-09657-WO,Direct,Bearings & Seals,Deep groove ball bearing,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,78,2352.52,183496.56,"{""description"":""High-performance ball bearings and seals for industrial applications."",""supplier"":""Viet Nam Bearing & Seal Co."",""supplier_country"":""VNM""}",High-performance ball bearings and seals for industrial applications.,Viet Nam Bearing & Seal Co.,VNM
2024-02-29,ORD-2024-09475-IA,Direct,Packaging Materials,Export crate,CC-700-Logistics,Vietnam Plant,PLANT-VN,Asia,39,2797.76,109112.64,"{""description"":""High-quality recyclable packaging solutions for diverse industries."",""supplier"":""Viet Nam Packaging Co., Ltd."",""supplier_country"":""VN""}",High-quality recyclable packaging solutions for diverse industries.,"Viet Nam Packaging Co., Ltd.",VN
2024-01-10,ORD-2024-06353-PF,Direct,Electrical Assemblies,Grounding busbar,CC-100-Production,Brazil Plant,PLANT-BR,South America,73,3664.97,267542.81,"{""description"":""High-quality electrical assemblies for industrial automation and power distribution."",""supplier"":""Würth Brasil"",""supplier_country"":""BR""}",High-quality electrical assemblies for industrial automation and power distribution.,Würth Brasil,BR
2024-12-27,ORD-2024-00688-XO,Direct,Castings & Forgings,Tower flange,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,27,879.28,23740.56,"{""description"":""High-quality castings and forgings for automotive and industrial use"",""supplier"":""Viet Nam Forging & Casting Co., Ltd."",""supplier_country"":""VNM""}",High-quality castings and forgings for automotive and industrial use,"Viet Nam Forging & Casting Co., Ltd.",VNM
2025-08-14,ORD-2025-03836-JE,Direct,Hydraulic Systems,Hydraulic cylinder,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,42,1582.44,66462.48,"{""description"":""High-performance hydraulic system components for industrial applications."",""supplier"":""Hyundai Heavy Industries"",""supplier_country"":""KR""}",High-performance hydraulic system components for industrial applications.,Hyundai Heavy Industries,KR
2025-12-30,ORD-2025-01209-ZY,Direct,Packaging Materials,Stretch film,CC-700-Logistics,Brazil Plant,PLANT-BR,South America,58,4235.59,245664.22,"{""description"":""High-quality recyclable packaging solutions for food and beverage industries."",""supplier"":""Amcor Brazil"",""supplier_country"":""BR""}",High-quality recyclable packaging solutions for food and beverage industries.,Amcor Brazil,BR
2025-04-11,ORD-2025-00753-FN,Indirect,Events & Conferences,Event catering,CC-500-Sales,Vietnam Plant,PLANT-VN,Asia,30,2485.62,74568.6,"{""description"":""Comprehensive event planning and conference solutions"",""supplier"":""Vietnam Event Management Co., Ltd."",""supplier_country"":""VN""}",Comprehensive event planning and conference solutions,"Vietnam Event Management Co., Ltd.",VN
2024-05-23,ORD-2024-02743-PF,Indirect,Professional Services,Legal advice,CC-900-Projects,Germany-South,PLANT-DE-S,Europe,65,2603.81,169247.65,"{""description"":""Professional consulting and advisory services for business process optimization"",""supplier"":""Deloitte Germany"",""supplier_country"":""DE""}",Professional consulting and advisory services for business process optimization,Deloitte Germany,DE
2024-03-17,ORD-2024-09926-IZ,Indirect,Temporary Labor / Contracting,Crane rental crew,CC-200-Maintenance,Vietnam Plant,PLANT-VN,Asia,58,4362.83,253044.14,"{""description"":""Provides temporary labor and contract staffing solutions for manufacturing plants."",""supplier"":""Vietnam Labor Services"",""supplier_country"":""VN""}",Provides temporary labor and contract staffing solutions for manufacturing plants.,Vietnam Labor Services,VN
2025-09-06,ORD-2025-06204-BX,Indirect,Travel & Entertainment,Hotel,CC-800-Admin,Germany-North,PLANT-DE-N,Europe,95,2351.72,223413.4,"{""description"":""Comprehensive travel and entertainment services for corporate events and leisure trips."",""supplier"":""TUI AG"",""supplier_country"":""DE""}",Comprehensive travel and entertainment services for corporate events and leisure trips.,TUI AG,DE
2025-09-16,ORD-2025-02076-NF,Indirect,Professional Services,Engineering consulting,CC-900-Projects,Brazil Plant,PLANT-BR,South America,20,3905.03,78100.6,"{""description"":""Professional consulting services for business optimization"",""supplier"":""Accenture Brazil"",""supplier_country"":""BR""}",Professional consulting services for business optimization,Accenture Brazil,BR
2024-02-05,ORD-2024-06017-DZ,Direct,Fasteners,High-tensile bolt,CC-100-Production,US-West Plant,PLANT-US-W,North America,44,3229.01,142076.44,"{""description"":""High-quality fasteners for industrial applications."",""supplier"":""Fastenal"",""supplier_country"":""US""}",High-quality fasteners for industrial applications.,Fastenal,US
2025-07-20,ORD-2025-07919-MM,Indirect,Security Services,On-site guard service,CC-800-Admin,US-West Plant,PLANT-US-W,North America,34,1512.43,51422.62,"{""description"":""24/7 on-site security and surveillance for industrial plants."",""supplier"":""ADT Security Services"",""supplier_country"":""US""}",24/7 on-site security and surveillance for industrial plants.,ADT Security Services,US
2024-06-29,ORD-2024-00235-YR,Direct,Electrical Assemblies,Main breaker,CC-100-Production,Germany-North,PLANT-DE-N,Europe,47,4115.77,193441.19,"{""description"":""High-quality electrical assemblies for industrial automation and power distribution."",""supplier"":""Siemens AG"",""supplier_country"":""DE""}",High-quality electrical assemblies for industrial automation and power distribution.,Siemens AG,DE
2025-06-15,ORD-2025-04947-DK,Direct,Raw Materials,Epoxy resin,CC-100-Production,Germany-North,PLANT-DE-N,Europe,32,3264.21,104454.72,"{""description"":""High-quality raw materials for industrial production."",""supplier"":""BASF SE"",""supplier_country"":""DE""}",High-quality raw materials for industrial production.,BASF SE,DE
2025-01-03,ORD-2025-05785-XG,Direct,Raw Materials,Aluminum ingot,CC-100-Production,Vietnam Plant,PLANT-VN,Asia,37,2805.54,103804.98,"{""description"":""High-quality phosphate rock for fertilizer production"",""supplier"":""Vietnam Phosphate Joint Stock Company"",""supplier_country"":""VN""}",High-quality phosphate rock for fertilizer production,Vietnam Phosphate Joint Stock Company,VN
